,Date, Open, High, Low, Close, Volume,change,Senti
348,12/23/19,145.74,146.76,145.3401,146.44,6559466,0.5099999999999909,1
349,12/20/19,146.88,147.84,144.8,146.06,14533000,-0.37999999999999545,-1
350,12/19/19,143.89,145.88,143.61,145.35,9874889,-0.710000000000008,-1
351,12/18/19,143.72,143.88,142.74,143.19,7849413,-2.1599999999999966,-1
352,12/17/19,143.0,144.05,142.52,143.56,10724070,0.37000000000000455,1
353,12/16/19,141.73,142.85,141.49,141.79,5353158,-1.7700000000000102,-1
354,12/13/19,141.1,141.8,140.31,141.38,4257175,-0.4099999999999966,-1
355,12/12/19,141.32,142.06,140.73,141.34,5012506,-0.03999999999999204,-1
356,12/11/19,140.93,141.98,140.63,140.98,6631591,-0.36000000000001364,-1
357,12/10/19,140.8,141.0,139.91,139.99,5310783,-0.9899999999999807,-1
358,12/09/19,140.39,140.81,140.0601,140.5,4260566,0.5099999999999909,1
359,12/06/19,139.46,141.58,139.46,140.38,6640534,-0.12000000000000455,-1
360,12/05/19,139.35,139.745,137.95,139.56,5473037,-0.8199999999999932,-1
361,12/04/19,138.5,139.74,138.04,139.38,7257393,-0.18000000000000682,-1
362,12/03/19,136.91,137.45,136.16,137.16,6419310,-2.219999999999999,-1
363,12/02/19,137.72,137.85,136.85,137.36,4717317,0.20000000000001705,1
364,11/29/19,137.6,138.27,136.94,137.49,3278854,0.12999999999999545,1
365,11/27/19,137.16,138.25,136.9,137.75,5522951,0.2599999999999909,1
366,11/26/19,136.47,137.34,135.15,137.17,10637410,-0.5800000000000125,-1
367,11/25/19,137.06,137.65,136.24,137.18,6111909,0.010000000000019327,1
368,11/22/19,136.65,138.63,136.5,138.07,9235894,0.8899999999999864,1
369,11/21/19,135.94,136.85,135.0,136.44,6424868,-1.6299999999999955,-1
370,11/20/19,135.11,136.34,134.07,135.94,7600882,-0.5,-1
371,11/19/19,135.0,135.19,134.21,134.82,5192243,-1.1200000000000045,-1
372,11/18/19,134.22,135.69,132.66,134.83,9293614,0.010000000000019327,1
373,11/15/19,131.25,134.97,130.78,134.94,10495620,0.10999999999998522,1
374,11/14/19,131.03,131.36,130.14,130.96,4217472,-3.9799999999999898,-1
375,11/13/19,131.04,131.487,130.72,131.27,5921414,0.3100000000000023,1
376,11/12/19,132.0,132.09,131.02,131.35,5229157,0.07999999999998408,1
377,11/11/19,132.27,132.5247,131.33,131.98,4371362,0.6299999999999955,1
378,11/08/19,131.3,133.04,130.97,133.0,5003528,1.0200000000000102,1
379,11/07/19,131.73,132.38,131.01,131.43,5874081,-1.5699999999999932,-1
380,11/06/19,130.42,131.48,129.7,130.96,5450031,-0.46999999999999886,-1
381,11/05/19,130.53,131.47,129.68,130.42,6257266,-0.5400000000000205,-1
382,11/04/19,131.8,131.95,130.09,130.23,6140323,-0.18999999999999773,-1
383,11/01/19,132.05,133.0,131.14,131.2,5541792,0.9699999999999989,1
384,10/31/19,132.38,132.84,130.89,132.04,7686682,0.8400000000000034,1
385,10/30/19,133.3,133.53,131.73,132.84,9627603,0.8000000000000114,1
386,10/29/19,129.7,129.97,128.56,129.1244,4506298,-3.715599999999995,-1
387,10/28/19,128.62,130.0,128.51,129.18,7876303,0.05559999999999832,1
388,10/25/19,127.83,129.1,127.31,128.35,6947250,-0.8300000000000125,-1
389,10/24/19,130.42,130.58,126.1,127.5,12146360,-0.8499999999999943,-1
390,10/23/19,129.66,130.48,129.07,129.9,6722254,2.4000000000000057,1
391,10/22/19,128.76,130.54,128.09,129.2,7625647,-0.700000000000017,-1
392,10/21/19,128.67,129.67,127.06,128.02,14107410,-1.1799999999999784,-1
393,10/18/19,133.31,134.3875,127.7,127.7,25879461,-0.3200000000000074,-1
394,10/17/19,135.96,137.49,135.65,136.17,8612673,8.469999999999985,1
395,10/16/19,134.9,136.59,133.8,135.17,12463870,-1.0,-1
396,10/15/19,133.0,134.25,132.1,132.84,10048880,-2.329999999999984,-1
397,10/14/19,131.36,131.36,130.42,130.72,5851866,-2.1200000000000045,-1
398,10/11/19,131.14,132.62,130.82,131.33,7187687,0.6100000000000136,1
399,10/10/19,128.95,130.1179,128.63,129.06,5265916,-2.2700000000000102,-1
400,10/09/19,131.14,131.25,128.52,129.22,7854729,0.1599999999999966,1
401,10/08/19,132.45,133.265,131.49,131.84,7926935,2.6200000000000045,1
402,10/07/19,133.09,133.825,132.1446,133.16,5437161,1.3199999999999932,1
403,10/04/19,131.34,133.72,131.25,133.66,7240361,0.5,1
404,10/03/19,131.64,132.3715,130.01,131.19,7413819,-2.469999999999999,-1
405,10/02/19,132.76,134.7,131.22,132.0,12088620,0.8100000000000023,1
406,10/01/19,130.02,130.8,129.77,129.99,7706218,-2.009999999999991,-1
407,09/30/19,129.07,130.28,129.0,129.38,6825489,-0.6100000000000136,-1
408,09/27/19,128.61,129.4,126.7,128.6,6006690,-0.7800000000000011,-1
409,09/26/19,131.09,131.3092,128.03,128.85,7706003,0.25,1
410,09/25/19,131.5,131.575,130.23,130.99,4569635,2.140000000000015,1
411,09/24/19,132.1,132.78,131.34,131.55,7131472,0.5600000000000023,1
412,09/23/19,131.02,132.05,130.49,131.74,5422371,0.18999999999999773,1
413,09/20/19,131.0,132.0,130.29,131.65,12335330,-0.09000000000000341,-1
414,09/19/19,129.63,131.19,129.36,130.11,4857275,-1.539999999999992,-1
415,09/18/19,129.9,130.56,128.78,130.41,4450707,0.29999999999998295,1
416,09/17/19,129.6,130.5,129.11,129.67,5002870,-0.7400000000000091,-1
417,09/16/19,130.11,130.75,129.33,129.54,5101689,-0.12999999999999545,-1
418,09/13/19,131.33,131.57,129.96,130.78,5369774,1.240000000000009,1
419,09/12/19,131.36,131.77,130.06,130.43,5250032,-0.3499999999999943,-1
420,09/11/19,129.86,131.28,129.08,131.17,6203628,0.7399999999999807,1
421,09/10/19,127.34,129.55,126.34,129.55,8239733,-1.6199999999999761,-1
422,09/09/19,128.0,128.16,126.59,126.95,7684665,-2.6000000000000085,-1
423,09/06/19,128.88,129.23,128.07,128.21,6758329,1.2600000000000051,1
424,09/05/19,129.9,129.9,128.31,128.58,4754074,0.37000000000000455,1
425,09/04/19,129.49,129.59,128.08,128.86,4821460,0.28000000000000114,1
426,09/03/19,127.99,128.98,127.51,128.74,5710249,-0.12000000000000455,-1
427,08/30/19,128.27,129.1,127.62,128.36,7371134,-0.37999999999999545,-1
428,08/29/19,128.84,129.2,126.83,128.24,6750113,-0.12000000000000455,-1
429,08/28/19,127.86,128.87,127.01,128.68,9885221,0.4399999999999977,1
430,08/27/19,129.88,132.4,129.1,129.64,20186779,0.9599999999999795,1
431,08/26/19,127.42,128.08,126.63,127.8,8916621,-1.8399999999999892,-1
432,08/23/19,131.07,131.26,127.13,127.73,15714750,-0.06999999999999318,-1
433,08/22/19,131.6,132.13,130.8007,131.27,7213567,3.5400000000000063,1
434,08/21/19,131.7,132.41,130.85,131.53,6914009,0.2599999999999909,1
435,08/20/19,131.96,132.66,130.46,130.6,7302016,-0.9300000000000068,-1
436,08/19/19,132.5,132.57,131.82,132.25,4958004,1.6500000000000057,1
437,08/16/19,131.47,131.67,130.595,131.36,5858866,-0.8899999999999864,-1
438,08/15/19,130.17,131.07,129.25,130.54,7251225,-0.8200000000000216,-1
439,08/14/19,132.53,132.54,130.13,130.26,7736420,-0.28000000000000114,-1
440,08/13/19,132.3,134.1,132.0,133.42,5101835,3.1599999999999966,1
441,08/12/19,131.5,132.7,131.29,131.93,6852115,-1.4899999999999807,-1
442,08/09/19,131.8,132.76,131.23,132.04,4677327,0.10999999999998522,1
443,08/08/19,130.98,131.945,130.23,131.68,5260533,-0.3599999999999852,-1
444,08/07/19,129.36,130.905,128.19,130.21,6771743,-1.4699999999999989,-1
445,08/06/19,130.34,131.22,129.59,130.77,7880567,0.5600000000000023,1
446,08/05/19,130.91,131.46,129.01,130.16,9480016,-0.6100000000000136,-1
447,08/02/19,130.86,131.47,129.7701,131.07,6574944,0.9099999999999966,1
448,08/01/19,130.26,130.74,129.02,130.29,7870738,-0.7800000000000011,-1
449,07/31/19,131.64,132.0,130.18,130.22,8559201,-0.06999999999999318,-1
450,07/30/19,132.47,132.49,131.27,132.08,5509621,1.8600000000000136,1
451,07/29/19,131.0,133.31,130.21,133.02,7831982,0.9399999999999977,1
452,07/26/19,131.3,131.3,130.49,130.73,4894714,-2.2900000000000205,-1
453,07/25/19,130.06,131.53,129.67,131.12,8897902,0.3900000000000148,1
454,07/24/19,128.88,129.79,128.57,129.78,6838620,-1.3400000000000034,-1
455,07/23/19,128.61,129.45,128.155,128.84,5803625,-0.9399999999999977,-1
456,07/22/19,130.0,130.15,127.84,128.64,12625510,-0.20000000000001705,-1
457,07/19/19,132.25,132.39,130.19,130.31,8340239,1.670000000000016,1
458,07/18/19,132.13,132.51,131.17,132.07,6203739,1.759999999999991,1
459,07/17/19,132.49,133.58,131.41,131.86,8862093,-0.20999999999997954,-1
460,07/16/19,132.93,133.83,131.75,132.5,10214540,0.6399999999999864,1
461,07/15/19,135.39,136.36,134.45,134.71,10038220,2.210000000000008,1
462,07/12/19,140.12,140.12,132.32,134.3,17780109,-0.4099999999999966,-1
463,07/11/19,140.94,141.21,139.02,140.11,5817412,5.810000000000002,1
464,07/10/19,141.78,141.99,140.67,141.21,4874373,1.0999999999999943,1
465,07/09/19,141.46,142.47,140.91,141.41,4217453,0.19999999999998863,1
466,07/08/19,140.12,141.08,139.635,140.97,4078372,-0.4399999999999977,-1
467,07/05/19,141.74,141.8637,140.37,140.57,4652419,-0.4000000000000057,-1
468,07/03/19,141.0,142.18,140.79,142.14,3436339,1.5699999999999932,1
469,07/02/19,139.22,140.03,138.69,140.03,4501207,-2.109999999999985,-1
470,07/01/19,140.2,140.26,138.72,139.36,5875080,-0.6699999999999875,-1
471,06/28/19,140.74,141.1,138.505,139.28,12792460,-0.0800000000000125,-1
472,06/27/19,142.23,142.5,140.605,140.69,5233481,1.4099999999999966,1
473,06/26/19,143.85,143.85,140.76,141.85,7674128,1.1599999999999966,1
474,06/25/19,143.27,144.98,143.19,144.24,7517135,2.390000000000015,1
475,06/24/19,142.42,143.7,142.09,143.06,5894683,-1.1800000000000068,-1
476,06/21/19,141.46,142.425,141.01,142.09,11272210,-0.9699999999999989,-1
477,06/20/19,141.25,142.4,141.0,142.21,7335833,0.12000000000000455,1
478,06/19/19,140.01,140.97,139.91,140.45,6393620,-1.7600000000000193,-1
479,06/18/19,140.56,140.93,139.79,140.23,7122711,-0.21999999999999886,-1
480,06/17/19,140.0,140.24,139.21,139.44,5562791,-0.789999999999992,-1
481,06/14/19,141.23,141.485,140.04,140.09,6548166,0.6500000000000057,1
482,06/13/19,141.72,141.95,140.21,140.71,7500807,0.6200000000000045,1
483,06/12/19,140.3,142.91,140.3,141.68,9216636,0.9699999999999989,1
484,06/11/19,139.68,140.66,139.5,139.78,8230527,-1.9000000000000057,-1
485,06/10/19,138.6,139.15,137.6,139.02,4994790,-0.7599999999999909,-1
486,06/07/19,137.59,139.59,137.14,138.55,6533960,-0.46999999999999886,-1
487,06/06/19,134.9,137.66,134.59,136.68,9115846,-1.8700000000000045,-1
488,06/05/19,134.7,135.13,133.86,134.38,6860551,-2.3000000000000114,-1
489,06/04/19,132.6,134.3,132.58,133.73,6649100,-0.6500000000000057,-1
490,06/03/19,131.5,132.4,131.04,131.44,8434761,-2.289999999999992,-1
491,05/31/19,131.52,132.0,129.61,131.15,7810987,-0.28999999999999204,-1
492,05/30/19,131.44,132.82,131.17,132.11,7361016,0.960000000000008,1
493,05/29/19,135.89,135.89,128.52,131.33,23247410,-0.7800000000000011,-1
494,05/28/19,139.0,140.49,137.0,137.07,11919580,5.739999999999981,1
495,05/24/19,139.5,139.5,138.56,138.85,5473499,1.7800000000000011,1
496,05/23/19,138.5,139.85,137.67,139.79,6951797,0.9399999999999977,1
497,05/22/19,138.35,138.95,137.485,138.76,5456839,-1.0300000000000011,-1
498,05/21/19,139.12,139.57,138.08,138.12,4859048,-0.6399999999999864,-1
499,05/20/19,138.61,138.96,137.68,138.42,4771127,0.29999999999998295,1
500,05/17/19,137.0,139.03,136.86,138.61,6915286,0.19000000000002615,1
501,05/16/19,137.39,139.1929,136.97,138.21,6857180,-0.4000000000000057,-1
502,05/15/19,136.9,137.49,135.33,136.91,6429352,-1.3000000000000114,-1
503,05/14/19,137.04,137.84,136.73,136.82,7179438,-0.09000000000000341,-1
504,05/13/19,137.85,138.06,136.5302,137.2,5560421,0.37999999999999545,1
505,05/10/19,138.43,139.25,136.41,139.05,4771626,1.8500000000000227,1
506,05/09/19,138.95,139.32,137.64,138.73,5604201,-0.3200000000000216,-1
507,05/08/19,140.2,140.92,139.7,139.79,4667257,1.0600000000000023,1
508,05/07/19,140.82,141.38,139.06,139.97,6606664,0.18000000000000682,1
509,05/06/19,140.25,142.24,139.93,142.09,5818880,2.1200000000000045,1
510,05/03/19,141.29,142.09,141.08,142.01,5281630,-0.0800000000000125,-1
511,05/02/19,141.91,142.15,140.12,141.28,8835587,-0.7299999999999898,-1
512,05/01/19,140.95,142.35,139.75,141.95,6656335,0.6699999999999875,1
513,04/30/19,140.19,141.45,138.9599,141.2,6003702,-0.75,-1
514,04/29/19,140.35,140.43,139.58,139.84,4275158,-1.3599999999999852,-1
515,04/26/19,139.88,140.524,139.31,140.39,4613583,0.549999999999983,1
516,04/25/19,138.52,139.77,137.96,139.65,5218088,-0.7399999999999807,-1
517,04/24/19,139.65,140.14,138.8607,139.2,5676338,-0.45000000000001705,-1
518,04/23/19,137.42,140.85,137.25,139.9,5790482,0.700000000000017,1
519,04/22/19,136.98,138.49,136.4575,137.83,4666537,-2.069999999999993,-1
520,04/18/19,139.35,140.24,135.75,137.52,10485290,-0.3100000000000023,-1
521,04/17/19,139.0,140.1458,137.67,138.52,9543743,1.0,1
522,04/16/19,138.32,140.7,137.56,138.02,10745720,-0.5,-1
523,04/15/19,136.0,136.79,135.8,136.52,5380891,-1.5,-1
524,04/12/19,135.22,136.35,134.75,135.98,5756816,-0.5400000000000205,-1
525,04/11/19,135.96,136.18,134.42,135.21,4485211,-0.7699999999999818,-1
526,04/10/19,135.89,136.13,135.33,135.58,4194170,0.37000000000000455,1
527,04/09/19,136.0,136.26,134.56,135.57,5210317,-0.010000000000019327,-1
528,04/08/19,136.05,136.51,135.7,136.14,4330048,0.5699999999999932,1
529,04/05/19,136.04,136.58,135.7,136.18,4759699,0.040000000000020464,1
530,04/04/19,136.87,137.005,135.13,135.57,5844786,-0.6100000000000136,-1
531,04/03/19,138.2,138.24,136.87,137.17,5947020,1.5999999999999943,1
532,04/02/19,139.01,139.01,136.91,137.71,5517817,0.5400000000000205,1
533,04/01/19,139.99,140.29,138.735,138.98,5885401,1.2699999999999818,1
534,03/29/19,139.28,139.88,138.88,139.79,7168449,0.8100000000000023,1
535,03/28/19,139.06,139.46,138.71,138.88,4602073,-0.9099999999999966,-1
536,03/27/19,138.59,139.48,138.07,138.7,6764854,-0.18000000000000682,-1
537,03/26/19,136.93,139.27,136.93,138.57,4758846,-0.12999999999999545,-1
538,03/25/19,136.91,137.01,135.74,136.61,4500368,-1.9599999999999795,-1
539,03/22/19,137.75,138.39,136.86,136.91,6528782,0.29999999999998295,1
540,03/21/19,137.0,138.78,136.95,138.1,5765119,1.1899999999999977,1
541,03/20/19,138.33,138.51,136.65,137.29,5475863,-0.8100000000000023,-1
542,03/19/19,137.61,138.82,137.47,138.44,5882503,1.1500000000000057,1
543,03/18/19,137.65,137.78,136.72,137.17,7369629,-1.2700000000000102,-1
544,03/15/19,138.0,138.26,136.83,137.6,11922860,0.4300000000000068,1
545,03/14/19,138.34,138.8,137.94,138.02,8493603,0.4200000000000159,1
546,03/13/19,139.59,139.84,139.02,139.41,6446942,1.3899999999999864,1
547,03/12/19,138.65,140.0,138.5,139.18,5553235,-0.22999999999998977,-1
548,03/11/19,138.11,139.03,137.52,138.56,6150442,-0.6200000000000045,-1
549,03/08/19,138.09,139.3,136.42,138.06,7046830,-0.5,-1
550,03/07/19,138.53,139.12,137.7,138.24,6100380,0.18000000000000682,1
551,03/06/19,139.47,139.65,138.6,139.09,6236946,0.8499999999999943,1
552,03/05/19,138.81,139.14,138.36,138.77,6568870,-0.3199999999999932,-1
553,03/04/19,138.85,139.41,137.51,138.48,8378067,-0.29000000000002046,-1
554,03/01/19,137.22,138.61,137.01,138.35,5641586,-0.12999999999999545,-1
555,02/28/19,135.95,137.9549,135.69,136.64,10133160,-1.710000000000008,-1
556,02/27/19,135.52,136.25,135.39,135.87,4378066,-0.7699999999999818,-1
557,02/26/19,136.44,136.96,136.05,136.11,5106878,0.2400000000000091,1
558,02/25/19,136.35,137.49,135.86,136.2,6846581,0.08999999999997499,1
559,02/22/19,135.29,136.64,134.82,136.6,5223858,0.4000000000000057,1
560,02/21/19,134.98,135.7875,134.2688,135.42,6665481,-1.1800000000000068,-1
561,02/20/19,135.97,136.73,135.7251,136.35,6089752,0.9300000000000068,1
562,02/19/19,136.14,136.38,135.63,135.69,5935948,-0.6599999999999966,-1
563,02/15/19,135.19,136.41,135.01,136.38,6665038,0.6899999999999977,1
564,02/14/19,134.3,134.82,133.35,134.31,3910454,-2.069999999999993,-1
565,02/13/19,134.07,134.98,133.21,134.45,7902181,0.13999999999998636,1
566,02/12/19,132.08,134.3,132.08,134.16,6262320,-0.28999999999999204,-1
567,02/11/19,132.31,132.67,131.26,132.0,4962617,-2.1599999999999966,-1
568,02/08/19,131.95,132.46,131.54,132.4,4436768,0.4000000000000057,1
569,02/07/19,132.45,132.64,131.53,132.05,6085346,-0.3499999999999943,-1
570,02/06/19,133.08,133.565,132.3,133.0,5066324,0.9499999999999886,1
571,02/05/19,133.52,133.88,132.75,132.88,6449787,-0.12000000000000455,-1
572,02/04/19,133.96,134.15,132.21,132.88,7759043,0.0,0
573,02/01/19,134.02,134.69,133.47,134.2,9575150,1.3199999999999932,1
574,01/31/19,131.63,135.19,130.87,133.08,17298061,-1.1199999999999761,-1
575,01/30/19,130.37,132.19,130.3,131.64,7299455,-1.4400000000000261,-1
576,01/29/19,128.95,130.47,128.5,130.33,6669289,-1.3099999999999739,-1
577,01/28/19,127.81,129.15,127.29,128.99,6927661,-1.3400000000000034,-1
578,01/25/19,128.13,128.45,127.18,128.23,7585947,-0.7600000000000193,-1
579,01/24/19,128.49,128.7,125.0,127.03,9917100,-1.1999999999999886,-1
580,01/23/19,128.5,129.3,127.93,128.8,9267966,1.7700000000000102,1
581,01/22/19,128.2,129.5009,127.01,128.8,10568130,0.0,0
582,01/18/19,129.9,131.18,129.45,130.69,10592970,1.8899999999999864,1
583,01/17/19,127.71,129.52,127.4628,129.09,7631960,-1.5999999999999943,-1
584,01/16/19,129.41,129.41,127.9,128.04,6264150,-1.0500000000000114,-1
585,01/15/19,128.52,129.49,127.65,129.36,5194405,1.3200000000000216,1
586,01/14/19,128.74,128.96,127.5898,128.28,7374457,-1.0800000000000125,-1
587,01/11/19,129.0,129.84,128.31,129.75,5300666,1.4699999999999989,1
588,01/10/19,127.69,129.89,127.69,129.71,6224419,-0.03999999999999204,-1
589,01/09/19,129.83,130.24,128.33,128.93,7403525,-0.7800000000000011,-1
590,01/08/19,128.18,130.5,127.73,129.96,9351570,1.0300000000000011,1
591,01/07/19,127.63,128.3491,126.79700000000001,127.01,8404653,-2.950000000000003,-1
592,01/04/19,127.12,128.65,126.73,127.83,8831997,0.8199999999999932,1
593,01/03/19,128.135,128.27,125.36,125.72,8654685,-2.1099999999999994,-1
594,01/02/19,128.13,128.38,126.28,127.75,7631672,2.030000000000001,1
595,12/31/18,128.18,129.55,127.42,129.05,7409858,1.3000000000000114,1
596,12/28/18,127.91,128.75,126.75,127.27,6537240,-1.7800000000000153,-1
597,12/27/18,125.87,127.41,123.07,127.41,9918687,0.14000000000000057,1
598,12/26/18,123.42,126.76,122.0071,126.71,9253404,-0.7000000000000028,-1
599,12/24/18,127.3,128.0,121.0,122.84,7531885,-3.8699999999999903,-1
600,12/21/18,127.8,130.6,127.12,128.09,19732930,5.25,1
601,12/20/18,127.72,129.75,126.76,128.27,16609609,0.18000000000000682,1
602,12/19/18,129.87,131.35,127.09,127.61,21232070,-0.6600000000000108,-1
603,12/18/18,132.05,132.8,129.2,130.42,24640100,2.809999999999988,1
604,12/17/18,128.32,131.65,126.83,129.14,36933141,-1.2800000000000011,-1
605,12/14/18,144.34,145.38,130.2,133.0,58140191,3.8600000000000136,1
606,12/13/18,146.96,148.5899,146.8,147.84,6008330,14.840000000000003,1
607,12/12/18,147.0,148.49,147.0,147.1,8869173,-0.7400000000000091,-1
608,12/11/18,146.29,148.21,145.79,146.5,9857360,-0.5999999999999943,-1
609,12/10/18,145.39,145.88,142.38,145.26,6848441,-1.240000000000009,-1
610,12/07/18,145.49,147.3367,144.12,145.43,9444459,0.17000000000001592,1
611,12/06/18,144.5,146.45,142.79,145.91,11572490,0.47999999999998977,1
612,12/04/18,146.32,148.99,145.82,146.03,9803458,0.12000000000000455,1
613,12/03/18,145.57,146.63,144.94,146.21,8826313,0.18000000000000682,1
614,11/30/18,145.34,147.0,145.1,146.9,12517550,0.6899999999999977,1
615,11/29/18,145.62,147.2,144.84,145.85,6900046,-1.0500000000000114,-1
616,11/28/18,143.83,146.56,143.36,146.44,8411383,0.5900000000000034,1
617,11/27/18,140.57,143.35,139.66,143.22,5962112,-3.219999999999999,-1
618,11/26/18,142.0,142.05,140.715,141.37,7590941,-1.8499999999999943,-1
619,11/23/18,141.85,142.73,141.6,142.23,3404882,0.8599999999999852,1
620,11/21/18,146.23,146.23,140.78,141.99,10275810,-0.23999999999998067,-1
621,11/20/18,147.5,148.75,146.35,146.45,8937990,4.4599999999999795,1
622,11/19/18,146.43,148.44,146.37,147.73,8714603,1.2800000000000011,1
623,11/16/18,144.71,146.74,144.55,145.99,8494311,-1.7399999999999807,-1
624,11/15/18,143.41,144.51,142.48,144.5,6658019,-1.490000000000009,-1
625,11/14/18,145.02,145.31,143.56,144.25,6433077,-0.25,-1
626,11/13/18,146.19,146.75,143.42,144.68,7432438,0.4300000000000068,1
627,11/12/18,144.99,146.24,144.73,145.62,7013577,0.9399999999999977,1
628,11/09/18,145.04,145.74,144.38,145.34,5343206,-0.28000000000000114,-1
629,11/08/18,144.31,145.7921,144.0,145.3,5497130,-0.03999999999999204,-1
630,11/07/18,143.1,144.8735,142.97,144.75,7173590,-0.5500000000000114,-1
631,11/06/18,141.53,142.83,141.06,142.57,5798915,-2.180000000000007,-1
632,11/05/18,141.0,142.74,139.0,142.2,5601398,-0.37000000000000455,-1
633,11/02/18,141.97,142.0,139.66,140.68,7673303,-1.5199999999999818,-1
634,11/01/18,140.07,141.58,139.85,140.82,6913461,0.13999999999998636,1
635,10/31/18,141.0,141.43,139.61,139.99,9968941,-0.8299999999999841,-1
636,10/30/18,137.93,141.1,137.0,140.75,9646224,0.7599999999999909,1
637,10/29/18,136.99,139.1,136.22,137.55,6783049,-3.1999999999999886,-1
638,10/26/18,137.94,139.3,135.33,136.97,11371400,-0.5800000000000125,-1
639,10/25/18,137.46,139.09,135.05,138.47,9720715,1.5,1
640,10/24/18,138.52,140.11,137.17,137.47,8279166,-1.0,-1
641,10/23/18,137.79,139.49,137.45,138.93,8282724,1.460000000000008,1
642,10/22/18,138.61,139.26,138.14,138.68,4864342,-0.25,-1
643,10/19/18,138.34,140.0,137.91,139.05,5924814,0.37000000000000455,1
644,10/18/18,139.2,139.81,137.71,139.5,7584163,0.44999999999998863,1
645,10/17/18,136.23,140.0,136.21,139.46,8261107,-0.03999999999999204,-1
646,10/16/18,134.75,137.99,134.75,136.56,9592783,-2.9000000000000057,-1
647,10/15/18,133.88,135.3,133.51,133.95,6398651,-2.6100000000000136,-1
648,10/12/18,134.4,134.41,132.23,133.87,6997955,-0.07999999999998408,-1
649,10/11/18,137.91,138.66,132.88,133.84,11603190,-0.030000000000001137,-1
650,10/10/18,139.35,140.46,137.73,137.73,7265642,3.8899999999999864,1
651,10/09/18,138.74,139.62,137.81,139.2,4475392,1.4699999999999989,1
652,10/08/18,138.9,139.68,138.62,139.39,5174106,0.18999999999999773,1
653,10/05/18,139.8,140.25,138.56,139.1,4309320,-0.28999999999999204,-1
654,10/04/18,138.55,139.53,137.32,139.35,4738706,0.25,1
655,10/03/18,140.54,141.27,138.88,139.03,5411809,-0.3199999999999932,-1
656,10/02/18,139.79,140.73,139.65,140.48,6439132,1.4499999999999886,1
657,10/01/18,138.26,139.85,138.0,139.69,4873173,-0.789999999999992,-1
658,09/28/18,138.1,138.56,137.41,138.17,6638464,-1.5200000000000102,-1
659,09/27/18,138.45,139.5786,137.57,138.22,6450485,0.05000000000001137,1
660,09/26/18,138.95,140.0,137.96,138.16,7133329,-0.060000000000002274,-1
661,09/25/18,140.53,140.96,138.4,138.64,7982758,0.47999999999998977,1
662,09/24/18,142.1,142.5,140.23,140.47,6708195,1.8300000000000125,1
663,09/21/18,142.18,143.13,141.69,142.88,13283430,2.4099999999999966,1
664,09/20/18,140.82,142.14,140.51,141.98,5019257,-0.9000000000000057,-1
665,09/19/18,140.76,140.99,140.05,140.46,5049937,-1.5199999999999818,-1
666,09/18/18,140.27,140.84,139.83,140.54,4581234,0.07999999999998408,1
667,09/17/18,139.33,140.4,139.18,139.96,5295517,-0.5799999999999841,-1
668,09/14/18,140.0,140.35,139.1,139.49,4534848,-0.46999999999999886,-1
669,09/13/18,139.89,140.48,139.02,139.89,6456132,0.39999999999997726,1
670,09/12/18,138.9,139.99,138.56,139.36,6767681,-0.5299999999999727,-1
671,09/11/18,137.64,138.91,137.22,138.51,7856779,-0.8500000000000227,-1
672,09/10/18,137.53,138.4716,137.06,137.21,4892189,-1.299999999999983,-1
673,09/07/18,136.78,137.69,135.745,137.32,6375196,0.10999999999998522,1
674,09/06/18,135.5,137.31,135.18,136.87,6562238,-0.44999999999998863,-1
675,09/05/18,133.48,135.94,133.46,135.86,6174815,-1.009999999999991,-1
676,09/04/18,134.69,134.75,133.44,133.72,4406793,-2.140000000000015,-1
677,08/31/18,134.6,135.0,133.97,134.69,6139494,0.9699999999999989,1
678,08/30/18,134.7,135.6,134.6,134.95,4822040,0.2599999999999909,1
679,08/29/18,134.32,134.944,133.94,134.86,4648795,-0.08999999999997499,-1
680,08/28/18,134.78,134.9,133.89,134.32,6037517,-0.5400000000000205,-1
681,08/27/18,135.5,136.05,134.21,134.92,4325878,0.5999999999999943,1
682,08/24/18,135.11,136.1464,134.83,135.95,4809565,1.0300000000000011,1
683,08/23/18,134.61,135.49,134.1,135.11,5057560,-0.839999999999975,-1
684,08/22/18,135.56,135.68,134.42,134.61,4688593,-0.5,-1
685,08/21/18,137.0,137.43,135.3,135.35,5832414,0.7399999999999807,1
686,08/20/18,134.93,137.12,134.0,136.88,7935000,1.5300000000000011,1
687,08/17/18,132.45,135.0,132.19,134.47,6701056,-2.4099999999999966,-1
688,08/16/18,131.02,132.88,130.57,132.48,7861491,-1.990000000000009,-1
689,08/15/18,129.75,130.74,128.93,130.43,5377274,-2.049999999999983,-1
690,08/14/18,129.67,130.47,129.35,129.5,4543002,-0.9300000000000068,-1
691,08/13/18,130.72,130.9,129.85,130.22,3778022,0.7199999999999989,1
692,08/10/18,131.19,131.63,130.26,130.75,4324061,0.5300000000000011,1
693,08/09/18,131.54,131.72,130.67,131.2,4058143,0.44999999999998863,1
694,08/08/18,131.49,131.8,130.89,131.17,3721868,-0.030000000000001137,-1
695,08/07/18,131.88,132.17,131.3,131.46,4664630,0.29000000000002046,1
696,08/06/18,131.64,132.53,131.01,132.02,5840245,0.5600000000000023,1
697,08/03/18,131.18,132.7,130.9,131.95,6498714,-0.0700000000000216,-1
