datetime,weighted_sent_score,tic,source
2021-01-22,0.0,JNJ,JNJ_news_tweets
2021-01-23,2.0,JNJ,JNJ_news_tweets
2021-01-25,0.0,JNJ,JNJ_news_tweets
2021-01-26,0.0,JNJ,JNJ_news_tweets
2021-01-27,2.0,JNJ,JNJ_news_tweets
2021-01-29,2.1176470588235294,JNJ,JNJ_news_tweets
2021-01-30,0.0,JNJ,JNJ_news_tweets
2021-02-02,-2.0,JNJ,JNJ_news_tweets
2021-02-04,-1.3903743315508021,JNJ,JNJ_news_tweets
2021-02-05,0.0,JNJ,JNJ_news_tweets
2021-02-08,0.0,JNJ,JNJ_news_tweets
2021-02-10,0.0,JNJ,JNJ_news_tweets
2021-02-22,0.0,JNJ,JNJ_news_tweets
2021-02-23,1.0,JNJ,JNJ_news_tweets
2021-02-24,-1.2840579710144928,JNJ,JNJ_news_tweets
2021-02-25,0.18181818181818182,JNJ,JNJ_news_tweets
2021-02-26,2.0,JNJ,JNJ_news_tweets
2021-02-27,-1.1152542372881356,JNJ,JNJ_news_tweets
2021-03-01,0.0,JNJ,JNJ_news_tweets
2021-03-02,4.27282491944146,JNJ,JNJ_news_tweets
2021-03-03,1.0,JNJ,JNJ_news_tweets
2021-03-08,0.0,JNJ,JNJ_news_tweets
2021-03-10,0.0,JNJ,JNJ_news_tweets
2021-03-11,4.0,JNJ,JNJ_news_tweets
2021-03-12,4.0,JNJ,JNJ_news_tweets
2021-03-13,4.0,JNJ,JNJ_news_tweets
2021-03-16,0.0,JNJ,JNJ_news_tweets
2021-03-19,0.0,JNJ,JNJ_news_tweets
2021-03-31,2.0,JNJ,JNJ_news_tweets
2021-04-02,-3.0,JNJ,JNJ_news_tweets
2021-04-04,0.0,JNJ,JNJ_news_tweets
2021-04-05,-3.0,JNJ,JNJ_news_tweets
2021-04-06,1.0,JNJ,JNJ_news_tweets
2021-04-09,1.0,JNJ,JNJ_news_tweets
2021-04-13,-0.6139657444005269,JNJ,JNJ_news_tweets
2021-04-14,-0.050632911392405,JNJ,JNJ_news_tweets
2021-04-15,0.32142857142857145,JNJ,JNJ_news_tweets
2021-04-16,-4.0,JNJ,JNJ_news_tweets
2021-04-17,-0.37777777777777777,JNJ,JNJ_news_tweets
2021-04-18,-0.2553191489361702,JNJ,JNJ_news_tweets
2021-04-20,0.6131386861313869,JNJ,JNJ_news_tweets
2021-04-21,-0.8070175438596492,JNJ,JNJ_news_tweets
2021-04-23,0.0,JNJ,JNJ_news_tweets
2021-05-03,4.0,JNJ,JNJ_news_tweets
2021-05-07,0.0,JNJ,JNJ_news_tweets
2021-05-23,1.0,JNJ,JNJ_news_tweets
2021-05-28,-1.3484848484848484,JNJ,JNJ_news_tweets
2021-05-31,3.0,JNJ,JNJ_news_tweets
2021-06-01,1.6194690265486724,JNJ,JNJ_news_tweets
2021-06-10,0.0,JNJ,JNJ_news_tweets
2021-06-11,0.0,JNJ,JNJ_news_tweets
2021-06-26,0.1223021582733813,JNJ,JNJ_news_tweets
2021-07-01,1.0,JNJ,JNJ_news_tweets
2021-07-08,0.0,JNJ,JNJ_news_tweets
2021-07-14,0.0,JNJ,JNJ_news_tweets
2021-07-15,-1.0,JNJ,JNJ_news_tweets
2021-07-17,3.3461538461538463,JNJ,JNJ_news_tweets
2021-07-20,0.6956521739130435,JNJ,JNJ_news_tweets
2021-07-21,2.2755681818181817,JNJ,JNJ_news_tweets
2021-07-24,0.0,JNJ,JNJ_news_tweets
2021-07-28,-7.0,JNJ,JNJ_news_tweets
2021-08-04,0.0,JNJ,JNJ_news_tweets
2021-08-16,-1.0,JNJ,JNJ_news_tweets
2021-08-17,0.0,JNJ,JNJ_news_tweets
2021-08-19,0.0,JNJ,JNJ_news_tweets
2021-08-20,2.0,JNJ,JNJ_news_tweets
2021-08-25,0.2727272727272727,JNJ,JNJ_news_tweets
2021-08-26,2.9999999999999996,JNJ,JNJ_news_tweets
2021-08-30,3.0,JNJ,JNJ_news_tweets
2021-09-21,1.7862595419847327,JNJ,JNJ_news_tweets
2021-09-22,0.0,JNJ,JNJ_news_tweets
2021-10-05,-0.9696969696969697,JNJ,JNJ_news_tweets
2021-10-13,2.0,JNJ,JNJ_news_tweets
2021-10-15,6.25,JNJ,JNJ_news_tweets
2021-10-16,1.0,JNJ,JNJ_news_tweets
2021-10-19,2.4,JNJ,JNJ_news_tweets
2021-10-20,0.10843373493975904,JNJ,JNJ_news_tweets
2021-10-21,0.0,JNJ,JNJ_news_tweets
2021-11-01,0.1333333333333333,JNJ,JNJ_news_tweets
2021-11-02,0.0,JNJ,JNJ_news_tweets
2021-11-05,0.0,JNJ,JNJ_news_tweets
2021-11-12,0.0398406374501992,JNJ,JNJ_news_tweets
2021-11-15,0.0,JNJ,JNJ_news_tweets
2021-11-17,0.0,JNJ,JNJ_news_tweets
2021-11-19,0.0,JNJ,JNJ_news_tweets
2021-11-24,2.0,JNJ,JNJ_news_tweets
2021-11-26,0.0,JNJ,JNJ_news_tweets
2021-11-28,0.0,JNJ,JNJ_news_tweets
2021-12-17,0.0,JNJ,JNJ_news_tweets
2021-12-18,0.0,JNJ,JNJ_news_tweets
2022-01-10,0.0,JNJ,JNJ_news_tweets
2022-01-11,1.0,JNJ,JNJ_news_tweets
2022-01-12,1.0,JNJ,JNJ_news_tweets
2022-01-13,0.0,JNJ,JNJ_news_tweets
2022-01-14,0.0,JNJ,JNJ_news_tweets
2022-01-19,0.0,JNJ,JNJ_news_tweets
2022-01-22,1.0,JNJ,JNJ_news_tweets
2022-01-24,0.0,JNJ,JNJ_news_tweets
2022-01-25,0.18181818181818182,JNJ,JNJ_news_tweets
2022-01-26,1.0,JNJ,JNJ_news_tweets
2022-01-27,0.0,JNJ,JNJ_news_tweets
2022-01-28,0.0,JNJ,JNJ_news_tweets
2022-02-04,0.0,JNJ,JNJ_news_tweets
2022-02-08,0.23076923076923078,JNJ,JNJ_news_tweets
2022-02-09,1.0,JNJ,JNJ_news_tweets
2022-02-11,1.0,JNJ,JNJ_news_tweets
2022-02-13,0.0,JNJ,JNJ_news_tweets
2022-02-15,0.0,JNJ,JNJ_news_tweets
2022-02-19,0.0,JNJ,JNJ_news_tweets
2022-02-21,0.0,JNJ,JNJ_news_tweets
2022-03-06,0.0,JNJ,JNJ_news_tweets
2022-03-07,0.0,JNJ,JNJ_news_tweets
2022-03-08,1.0,JNJ,JNJ_news_tweets
2022-03-11,0.0,JNJ,JNJ_news_tweets
2022-03-13,1.0,JNJ,JNJ_news_tweets
2022-03-25,0.0,JNJ,JNJ_news_tweets
2022-03-29,0.0,JNJ,JNJ_news_tweets
2022-03-30,2.0,JNJ,JNJ_news_tweets
2022-04-03,0.0,JNJ,JNJ_news_tweets
2022-04-11,1.0,JNJ,JNJ_news_tweets
2022-04-15,1.0,JNJ,JNJ_news_tweets
2022-04-16,1.0,JNJ,JNJ_news_tweets
2022-04-19,0.7154929577464789,JNJ,JNJ_news_tweets
2022-04-22,0.0,JNJ,JNJ_news_tweets
2022-04-29,0.0,JNJ,JNJ_news_tweets
2020-01-01,0.0,JNJ,JNJ_tweets
2020-01-02,3.0,JNJ,JNJ_tweets
2020-01-03,5.0,JNJ,JNJ_tweets
2020-01-04,3.0,JNJ,JNJ_tweets
2020-01-05,0.0,JNJ,JNJ_tweets
2020-01-06,2.0,JNJ,JNJ_tweets
2020-01-07,7.0,JNJ,JNJ_tweets
2020-01-08,0.0,JNJ,JNJ_tweets
2020-01-09,-0.6470588235294118,JNJ,JNJ_tweets
2020-01-10,1.2682926829268293,JNJ,JNJ_tweets
2020-01-11,4.0,JNJ,JNJ_tweets
2020-01-12,1.0,JNJ,JNJ_tweets
2020-01-13,0.0,JNJ,JNJ_tweets
2020-01-14,2.0,JNJ,JNJ_tweets
2020-01-15,4.611111111111111,JNJ,JNJ_tweets
2020-01-16,1.0050568900126422,JNJ,JNJ_tweets
2020-01-17,0.0,JNJ,JNJ_tweets
2020-01-18,-2.9288374017376912,JNJ,JNJ_tweets
2020-01-19,0.0,JNJ,JNJ_tweets
2020-01-20,4.940298507462686,JNJ,JNJ_tweets
2020-01-21,4.10077519379845,JNJ,JNJ_tweets
2020-01-22,1.2604166666666667,JNJ,JNJ_tweets
2020-01-23,0.8994708994708994,JNJ,JNJ_tweets
2020-01-24,3.768115942028986,JNJ,JNJ_tweets
2020-01-25,5.0,JNJ,JNJ_tweets
2020-01-26,4.0,JNJ,JNJ_tweets
2020-01-27,-7.0,JNJ,JNJ_tweets
2020-01-28,-0.03012048192771084,JNJ,JNJ_tweets
2020-01-29,0.0,JNJ,JNJ_tweets
2020-01-30,5.0,JNJ,JNJ_tweets
2020-01-31,3.0,JNJ,JNJ_tweets
2020-02-01,8.0,JNJ,JNJ_tweets
2020-02-02,2.971130713712911,JNJ,JNJ_tweets
2020-02-03,4.112178255858624,JNJ,JNJ_tweets
2020-02-04,0.6666666666666666,JNJ,JNJ_tweets
2020-02-05,3.5,JNJ,JNJ_tweets
2020-02-06,3.2916666666666665,JNJ,JNJ_tweets
2020-02-07,2.9942224362060665,JNJ,JNJ_tweets
2020-02-09,4.0,JNJ,JNJ_tweets
2020-02-10,-1.0,JNJ,JNJ_tweets
2020-02-11,-1.5,JNJ,JNJ_tweets
2020-02-12,3.976470588235294,JNJ,JNJ_tweets
2020-02-13,5.433962264150944,JNJ,JNJ_tweets
2020-02-14,-1.0588235294117645,JNJ,JNJ_tweets
2020-02-15,1.903225806451613,JNJ,JNJ_tweets
2020-02-17,1.0,JNJ,JNJ_tweets
2020-02-18,2.954545454545454,JNJ,JNJ_tweets
2020-02-19,5.0,JNJ,JNJ_tweets
2020-02-20,2.0,JNJ,JNJ_tweets
2020-02-21,0.0,JNJ,JNJ_tweets
2020-02-22,5.0,JNJ,JNJ_tweets
2020-02-24,-4.0,JNJ,JNJ_tweets
2020-02-25,1.2150537634408602,JNJ,JNJ_tweets
2020-02-26,3.0,JNJ,JNJ_tweets
2020-02-27,5.0,JNJ,JNJ_tweets
2020-02-28,1.7209302325581395,JNJ,JNJ_tweets
2020-02-29,1.0,JNJ,JNJ_tweets
2020-03-01,-0.6047548291233285,JNJ,JNJ_tweets
2020-03-02,2.0,JNJ,JNJ_tweets
2020-03-03,9.392405063291138,JNJ,JNJ_tweets
2020-03-04,2.673076923076923,JNJ,JNJ_tweets
2020-03-05,7.0,JNJ,JNJ_tweets
2020-03-06,-1.0,JNJ,JNJ_tweets
2020-03-07,2.8000000000000003,JNJ,JNJ_tweets
2020-03-08,8.22,JNJ,JNJ_tweets
2020-03-09,1.9000000000000001,JNJ,JNJ_tweets
2020-03-10,5.5,JNJ,JNJ_tweets
2020-03-11,9.0,JNJ,JNJ_tweets
2020-03-12,3.0,JNJ,JNJ_tweets
2020-03-13,4.0,JNJ,JNJ_tweets
2020-03-14,-3.0,JNJ,JNJ_tweets
2020-03-15,0.33333333333333315,JNJ,JNJ_tweets
2020-03-16,3.0,JNJ,JNJ_tweets
2020-03-17,1.8411633109619687,JNJ,JNJ_tweets
2020-03-18,-3.8952270081490106,JNJ,JNJ_tweets
2020-03-19,0.0,JNJ,JNJ_tweets
2020-03-20,6.577586206896552,JNJ,JNJ_tweets
2020-03-21,0.0,JNJ,JNJ_tweets
2020-03-23,0.0,JNJ,JNJ_tweets
2020-03-24,0.0,JNJ,JNJ_tweets
2020-03-25,0.0,JNJ,JNJ_tweets
2020-03-26,-0.8969072164948454,JNJ,JNJ_tweets
2020-03-28,5.0,JNJ,JNJ_tweets
2020-03-30,-0.29514768609088865,JNJ,JNJ_tweets
2020-03-31,2.0151000819384293,JNJ,JNJ_tweets
2020-04-01,0.0,JNJ,JNJ_tweets
2020-04-02,0.0,JNJ,JNJ_tweets
2020-04-04,3.0371614943664755,JNJ,JNJ_tweets
2020-04-05,0.0,JNJ,JNJ_tweets
2020-04-06,2.0,JNJ,JNJ_tweets
2020-04-07,9.0,JNJ,JNJ_tweets
2020-04-08,0.0,JNJ,JNJ_tweets
2020-04-09,8.027027027027028,JNJ,JNJ_tweets
2020-04-10,2.7824933687002655,JNJ,JNJ_tweets
2020-04-12,-2.602356406480118,JNJ,JNJ_tweets
2020-04-13,2.0,JNJ,JNJ_tweets
2020-04-14,0.2288557213930348,JNJ,JNJ_tweets
2020-04-15,0.0,JNJ,JNJ_tweets
2020-04-16,0.04938271604938271,JNJ,JNJ_tweets
2020-04-17,3.3580246913580245,JNJ,JNJ_tweets
2020-04-18,2.0012279983626686,JNJ,JNJ_tweets
2020-04-19,-1.6744186046511627,JNJ,JNJ_tweets
2020-04-20,5.352112676056337,JNJ,JNJ_tweets
2020-04-21,0.0,JNJ,JNJ_tweets
2020-04-22,-2.0,JNJ,JNJ_tweets
2020-04-23,0.9113924050632911,JNJ,JNJ_tweets
2020-04-24,-0.49635036496350365,JNJ,JNJ_tweets
2020-04-25,3.0,JNJ,JNJ_tweets
2020-04-26,7.0,JNJ,JNJ_tweets
2020-04-27,3.267379679144385,JNJ,JNJ_tweets
2020-04-28,-4.0,JNJ,JNJ_tweets
2020-04-29,0.0,JNJ,JNJ_tweets
2020-04-30,6.910256410256411,JNJ,JNJ_tweets
2020-05-01,1.998032389889511,JNJ,JNJ_tweets
2020-05-02,0.0,JNJ,JNJ_tweets
2020-05-04,3.58974358974359,JNJ,JNJ_tweets
2020-05-05,2.0,JNJ,JNJ_tweets
2020-05-07,3.764705882352941,JNJ,JNJ_tweets
2020-05-08,1.375,JNJ,JNJ_tweets
2020-05-09,0.0,JNJ,JNJ_tweets
2020-05-10,0.7233348167927607,JNJ,JNJ_tweets
2020-05-11,4.0,JNJ,JNJ_tweets
2020-05-12,0.022727272727272818,JNJ,JNJ_tweets
2020-05-13,-0.4,JNJ,JNJ_tweets
2020-05-14,2.0476190476190474,JNJ,JNJ_tweets
2020-05-15,1.6486486486486487,JNJ,JNJ_tweets
2020-05-16,1.9411764705882353,JNJ,JNJ_tweets
2020-05-18,0.0,JNJ,JNJ_tweets
2020-05-19,0.829113924050633,JNJ,JNJ_tweets
2020-05-20,-5.0,JNJ,JNJ_tweets
2020-05-21,2.5048543689320386,JNJ,JNJ_tweets
2020-05-22,0.9470466266149183,JNJ,JNJ_tweets
2020-05-23,2.575,JNJ,JNJ_tweets
2020-05-24,0.21428571428571427,JNJ,JNJ_tweets
2020-05-25,1.1227935533384497,JNJ,JNJ_tweets
2020-05-26,0.0,JNJ,JNJ_tweets
2020-05-27,3.7634408602150535,JNJ,JNJ_tweets
2020-05-28,-1.263157894736842,JNJ,JNJ_tweets
2020-05-29,5.7558139534883725,JNJ,JNJ_tweets
2020-05-30,0.0,JNJ,JNJ_tweets
2020-05-31,2.0,JNJ,JNJ_tweets
2020-06-01,0.0,JNJ,JNJ_tweets
2020-06-02,-10.0,JNJ,JNJ_tweets
2020-06-04,-1.7647058823529411,JNJ,JNJ_tweets
2020-06-05,0.0,JNJ,JNJ_tweets
2020-06-06,-4.0,JNJ,JNJ_tweets
2020-06-07,2.0,JNJ,JNJ_tweets
2020-06-08,-11.0,JNJ,JNJ_tweets
2020-06-10,-2.0,JNJ,JNJ_tweets
2020-06-11,0.6016260162601625,JNJ,JNJ_tweets
2020-06-12,0.0,JNJ,JNJ_tweets
2020-06-15,0.0,JNJ,JNJ_tweets
2020-06-16,9.0,JNJ,JNJ_tweets
2020-06-17,1.962421711899791,JNJ,JNJ_tweets
2020-06-18,2.3628318584070795,JNJ,JNJ_tweets
2020-06-19,-0.8210526315789474,JNJ,JNJ_tweets
2020-06-20,2.253798033958892,JNJ,JNJ_tweets
2020-06-21,-2.0,JNJ,JNJ_tweets
2020-06-22,0.0,JNJ,JNJ_tweets
2020-06-24,-3.0,JNJ,JNJ_tweets
2020-06-25,0.0,JNJ,JNJ_tweets
2020-06-26,0.0,JNJ,JNJ_tweets
2020-06-27,8.0,JNJ,JNJ_tweets
2020-06-29,1.894736842105263,JNJ,JNJ_tweets
2020-06-30,2.3478260869565215,JNJ,JNJ_tweets
2020-07-01,-0.6756756756756757,JNJ,JNJ_tweets
2020-07-02,-1.0,JNJ,JNJ_tweets
2020-07-03,-4.0,JNJ,JNJ_tweets
2020-07-04,-3.0,JNJ,JNJ_tweets
2020-07-06,2.0,JNJ,JNJ_tweets
2020-07-07,1.0,JNJ,JNJ_tweets
2020-07-08,4.918918918918918,JNJ,JNJ_tweets
2020-07-09,4.0,JNJ,JNJ_tweets
2020-07-10,2.0,JNJ,JNJ_tweets
2020-07-11,4.0,JNJ,JNJ_tweets
2020-07-13,1.2962962962962963,JNJ,JNJ_tweets
2020-07-14,1.7142857142857144,JNJ,JNJ_tweets
2020-07-15,-0.9757455268389662,JNJ,JNJ_tweets
2020-07-16,-0.3548387096774194,JNJ,JNJ_tweets
2020-07-17,3.2484848484848485,JNJ,JNJ_tweets
2020-07-18,0.0,JNJ,JNJ_tweets
2020-07-20,0.14285714285714285,JNJ,JNJ_tweets
2020-07-21,2.0,JNJ,JNJ_tweets
2020-07-22,5.0,JNJ,JNJ_tweets
2020-07-23,0.11111111111111105,JNJ,JNJ_tweets
2020-07-24,0.0,JNJ,JNJ_tweets
2020-07-27,-2.5,JNJ,JNJ_tweets
2020-07-28,-1.0,JNJ,JNJ_tweets
2020-07-29,0.0,JNJ,JNJ_tweets
2020-07-30,0.36473429951690817,JNJ,JNJ_tweets
2020-07-31,0.0,JNJ,JNJ_tweets
2020-08-01,-0.6956521739130435,JNJ,JNJ_tweets
2020-08-02,0.0,JNJ,JNJ_tweets
2020-08-05,3.0673076923076925,JNJ,JNJ_tweets
2020-08-06,-6.955145118733509,JNJ,JNJ_tweets
2020-08-07,0.0,JNJ,JNJ_tweets
2020-08-09,-2.0,JNJ,JNJ_tweets
2020-08-10,3.0,JNJ,JNJ_tweets
2020-08-11,2.0,JNJ,JNJ_tweets
2020-08-12,1.0,JNJ,JNJ_tweets
2020-08-13,0.0,JNJ,JNJ_tweets
2020-08-14,0.18840579710144922,JNJ,JNJ_tweets
2020-08-15,0.0,JNJ,JNJ_tweets
2020-08-17,-0.8076923076923077,JNJ,JNJ_tweets
2020-08-18,3.4705882352941178,JNJ,JNJ_tweets
2020-08-19,7.4945054945054945,JNJ,JNJ_tweets
2020-08-20,0.15384615384615385,JNJ,JNJ_tweets
2020-08-21,10.0,JNJ,JNJ_tweets
2020-08-22,6.0,JNJ,JNJ_tweets
2020-08-24,0.0,JNJ,JNJ_tweets
2020-08-25,0.03474232773595831,JNJ,JNJ_tweets
2020-08-26,-3.90188679245283,JNJ,JNJ_tweets
2020-08-27,2.0,JNJ,JNJ_tweets
2020-08-28,2.0104575163398692,JNJ,JNJ_tweets
2020-08-30,0.0,JNJ,JNJ_tweets
2020-08-31,0.0,JNJ,JNJ_tweets
2020-09-01,2.9183965640658553,JNJ,JNJ_tweets
2020-09-02,8.0,JNJ,JNJ_tweets
2020-09-03,0.0,JNJ,JNJ_tweets
2020-09-04,4.0,JNJ,JNJ_tweets
2020-09-05,-4.0,JNJ,JNJ_tweets
2020-09-06,0.0,JNJ,JNJ_tweets
2020-09-07,0.0,JNJ,JNJ_tweets
2020-09-08,7.2048192771084345,JNJ,JNJ_tweets
2020-09-09,0.0,JNJ,JNJ_tweets
2020-09-10,5.928571428571428,JNJ,JNJ_tweets
2020-09-11,4.0,JNJ,JNJ_tweets
2020-09-14,4.086956521739131,JNJ,JNJ_tweets
2020-09-15,5.444444444444444,JNJ,JNJ_tweets
2020-09-16,12.0,JNJ,JNJ_tweets
2020-09-17,5.420289855072464,JNJ,JNJ_tweets
2020-09-18,-3.9275766016713094,JNJ,JNJ_tweets
2020-09-19,0.0,JNJ,JNJ_tweets
2020-09-20,5.0,JNJ,JNJ_tweets
2020-09-22,0.0,JNJ,JNJ_tweets
2020-09-23,0.4298082969221096,JNJ,JNJ_tweets
2020-09-24,1.0461969202053196,JNJ,JNJ_tweets
2020-09-25,0.0,JNJ,JNJ_tweets
2020-09-26,1.668543120918712,JNJ,JNJ_tweets
2020-09-28,2.7333333333333334,JNJ,JNJ_tweets
2020-09-29,1.8,JNJ,JNJ_tweets
2020-09-30,1.0809898762654668,JNJ,JNJ_tweets
2020-10-01,5.0,JNJ,JNJ_tweets
2020-10-02,2.5384615384615383,JNJ,JNJ_tweets
2020-10-03,1.8801410105757932,JNJ,JNJ_tweets
2020-10-04,3.0,JNJ,JNJ_tweets
2020-10-05,0.0,JNJ,JNJ_tweets
2020-10-06,0.0,JNJ,JNJ_tweets
2020-10-07,0.25956284153005466,JNJ,JNJ_tweets
2020-10-08,0.29020378099680805,JNJ,JNJ_tweets
2020-10-09,1.0,JNJ,JNJ_tweets
2020-10-10,-1.0,JNJ,JNJ_tweets
2020-10-12,2.6779661016949152,JNJ,JNJ_tweets
2020-10-13,-1.1324746413469273,JNJ,JNJ_tweets
2020-10-14,-0.950134770889488,JNJ,JNJ_tweets
2020-10-15,0.8888888888888888,JNJ,JNJ_tweets
2020-10-16,1.3823529411764706,JNJ,JNJ_tweets
2020-10-18,0.0,JNJ,JNJ_tweets
2020-10-19,2.352941176470588,JNJ,JNJ_tweets
2020-10-21,6.0,JNJ,JNJ_tweets
2020-10-22,5.0,JNJ,JNJ_tweets
2020-10-23,-0.23128864880233133,JNJ,JNJ_tweets
2020-10-26,2.0,JNJ,JNJ_tweets
2020-10-27,2.0,JNJ,JNJ_tweets
2020-10-28,-0.00435097897026831,JNJ,JNJ_tweets
2020-10-29,1.6744186046511627,JNJ,JNJ_tweets
2020-10-30,1.0,JNJ,JNJ_tweets
2020-11-01,-2.0,JNJ,JNJ_tweets
2020-11-05,0.0,JNJ,JNJ_tweets
2020-11-06,0.0,JNJ,JNJ_tweets
2020-11-09,1.0,JNJ,JNJ_tweets
2020-11-10,2.0,JNJ,JNJ_tweets
2020-11-11,0.0,JNJ,JNJ_tweets
2020-11-12,1.9090909090909092,JNJ,JNJ_tweets
2020-11-14,3.8333333333333335,JNJ,JNJ_tweets
2020-11-15,-1.0,JNJ,JNJ_tweets
2020-11-16,0.06430155210643015,JNJ,JNJ_tweets
2020-11-17,2.8146341463414637,JNJ,JNJ_tweets
2020-11-18,0.8650306748466257,JNJ,JNJ_tweets
2020-11-19,0.0,JNJ,JNJ_tweets
2020-11-20,-1.666666666666667,JNJ,JNJ_tweets
2020-11-22,0.0,JNJ,JNJ_tweets
2020-11-23,2.5,JNJ,JNJ_tweets
2020-11-24,0.0,JNJ,JNJ_tweets
2020-11-25,1.0,JNJ,JNJ_tweets
2020-11-30,0.01665578053559765,JNJ,JNJ_tweets
2020-12-01,1.0096296296296294,JNJ,JNJ_tweets
2020-12-02,6.0,JNJ,JNJ_tweets
2020-12-03,5.0,JNJ,JNJ_tweets
2020-12-04,0.0,JNJ,JNJ_tweets
2020-12-05,0.0,JNJ,JNJ_tweets
2020-12-06,0.0,JNJ,JNJ_tweets
2020-12-07,10.444444444444443,JNJ,JNJ_tweets
2020-12-08,0.4700854700854701,JNJ,JNJ_tweets
2020-12-09,5.166666666666666,JNJ,JNJ_tweets
2020-12-10,-0.09090909090909083,JNJ,JNJ_tweets
2020-12-11,4.5600000000000005,JNJ,JNJ_tweets
2020-12-12,0.0,JNJ,JNJ_tweets
2020-12-13,0.0,JNJ,JNJ_tweets
2020-12-14,3.0,JNJ,JNJ_tweets
2020-12-15,4.771428571428571,JNJ,JNJ_tweets
2020-12-16,2.0,JNJ,JNJ_tweets
2020-12-18,-0.43771726535341826,JNJ,JNJ_tweets
2020-12-19,4.0,JNJ,JNJ_tweets
2020-12-20,0.0,JNJ,JNJ_tweets
2020-12-21,0.0003738384305906647,JNJ,JNJ_tweets
2020-12-22,2.0,JNJ,JNJ_tweets
2020-12-23,8.0,JNJ,JNJ_tweets
