date,open,high,low,close,volume,tic,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma
2020-01-02,145.8699951171875,146.02000427246094,145.0800018310547,137.72930908203125,5777000,JNJ,3,0.0,139.18711813541012,134.67689553646488,0.0,-66.66666666666667,100.0,137.72930908203125,137.72930908203125
2020-01-02,19.56999969482422,19.809999465942383,18.8799991607666,19.229999542236328,1233600,MRNA,3,0.0,139.18711813541012,134.67689553646488,0.0,-66.66666666666667,100.0,19.229999542236328,19.229999542236328
2020-01-02,37.286529541015625,37.33396530151367,36.88804626464844,34.07484436035156,16514072,PFE,3,0.0,139.18711813541012,134.67689553646488,0.0,-66.66666666666667,100.0,34.07484436035156,34.07484436035156
2020-01-03,143.5,145.3699951171875,143.0,136.13470458984375,5752400,JNJ,4,-0.03577638283755391,139.18711813541012,134.67689553646488,0.0,-66.66666666666667,100.0,136.9320068359375,136.9320068359375
2020-01-03,19.020000457763672,19.360000610351562,18.719999313354492,18.889999389648438,1751000,MRNA,4,-0.007628208551651028,19.5408322929411,18.579166638943665,0.0,-66.66666666666741,100.0,19.059999465942383,19.059999465942383
2020-01-03,36.736244201660156,37.2296028137207,36.688804626464844,33.89201736450195,14922848,PFE,4,-0.004101887727394171,34.241987279525205,33.72487444532831,0.0,-66.66666666666667,100.0,33.98343086242676,33.98343086242676
2020-01-06,144.0,144.1999969482422,142.85000610351562,135.96487426757812,7731300,JNJ,0,-0.05085264100745235,138.55639347269366,134.6628651536084,0.0,-72.04085041830082,100.0,136.60962931315103,136.60962931315103
2020-01-06,18.700000762939453,18.739999771118164,18.010000228881836,18.1299991607666,1606500,MRNA,0,-0.03328741341546859,19.876409973451537,17.623588754982705,0.0,-100.00000000000031,100.0,18.74999936421712,18.74999936421712
2020-01-06,36.831119537353516,37.00189971923828,36.71726989746094,33.84849166870117,15771951,PFE,0,-0.006576348357768325,34.17866733605558,33.698234926314214,0.0,-79.95537689577694,100.0,33.9384511311849,33.9384511311849
2020-01-07,144.00999450683594,145.4499969482422,141.3800048828125,136.79518127441406,7382900,JNJ,1,-0.02648543141512505,138.25633706075962,135.05569754617397,33.41886732753002,-47.56372503682081,100.0,136.6560173034668,136.6560173034668
2020-01-07,18.149999618530273,18.31999969482422,17.68000030517578,17.780000686645508,1461400,MRNA,1,-0.05677849441157434,19.84419886624908,17.170800523399357,0.0,-90.20864401748001,100.0,18.50749969482422,18.50749969482422
2020-01-07,37.11574935913086,37.12523651123047,36.69829177856445,33.735313415527344,20108107,PFE,1,-0.011626869682586971,34.17003905970696,33.60529434483406,0.0,-67.86565799965045,17.13997464574407,33.88766670227051,33.88766670227051
2020-01-08,144.8699951171875,145.97999572753906,143.6999969482422,136.77633666992188,6605800,JNJ,2,-0.01343693938278534,138.07017070414145,135.2899916493742,33.15869521701515,41.37946737075042,71.65221508259745,136.68008117675782,136.68008117675782
2020-01-08,17.989999771118164,18.079999923706055,17.760000228881836,17.979999542236328,1041600,MRNA,2,-0.06038945147933461,19.652071116244542,17.151928212368738,12.856457451721809,-69.93067254722487,100.0,18.40199966430664,18.40199966430664
2020-01-08,36.774192810058594,37.21062469482422,36.764705657958984,34.00519943237305,16403507,PFE,2,-0.0033870868204814997,34.177353197384576,33.64499329919745,46.12561340788532,38.77987692257415,10.348054739968894,33.911173248291014,33.911173248291014
2020-01-09,145.75999450683594,146.02999877929688,144.99000549316406,137.18203735351562,6112700,JNJ,3,0.012007542478897903,138.0728824153242,135.45459866377738,43.03547679890294,78.74849900153131,69.23308214420761,136.76374053955078,136.76374053955078
2020-01-09,18.0,18.549999237060547,17.899999618530273,18.399999618530273,1495700,MRNA,3,-0.04346555627816073,19.519765413205292,17.283567233482536,31.88170106492055,-25.060284487629286,35.730257978069055,18.401666323343914,18.401666323343914
2020-01-09,37.25806427001953,37.25806427001953,36.80265808105469,33.85719680786133,21971895,PFE,3,-0.004698872783841068,34.14430052427752,33.66005382549462,36.55916536878314,19.881814176638716,21.313924380399776,33.90217717488607,33.90217717488607
2020-01-10,145.75,146.17999267578125,144.89999389648438,136.87066650390625,5042600,JNJ,4,0.014012886647066125,137.97682351294628,135.5812078416854,38.51675419307642,61.32402228523681,61.91595275601317,136.77901567731584,136.77901567731584
2020-01-10,21.0,21.0,19.049999237060547,19.139999389648438,4504700,MRNA,4,0.001659818288914039,19.670454172013503,17.34383077933276,51.271826592029015,120.64065615675598,51.362388850234154,18.50714247567313,18.50714247567313
2020-01-10,36.9829216003418,37.5996208190918,36.97343444824219,34.37955093383789,21557357,PFE,4,0.01820432468775124,34.39354419572652,33.547202656603275,63.897236822210324,179.1077349200809,59.46917573934775,33.9703734261649,33.9703734261649
2020-01-13,145.47999572753906,145.7899932861328,144.72000122070312,137.47451782226562,4593200,JNJ,0,0.04385127598314398,138.07906591132493,135.6528409795442,49.214741009065975,56.742246498460915,63.91719954983871,136.86595344543457,136.86595344543457
2020-01-13,19.260000228881836,20.360000610351562,18.600000381469727,20.260000228881836,2207500,MRNA,0,0.0851581050897785,20.368267211587295,17.084232178061143,66.29403090082789,96.55610692570616,34.42682565291375,18.72624969482422,18.72624969482422
2020-01-13,37.59013366699219,37.73244857788086,37.20113754272461,34.309898376464844,15392405,PFE,0,0.029956258059037566,34.47230307370916,33.55332501619562,60.31215457313258,144.03186650641754,66.26871183511281,34.01281404495239,34.01281404495239
2020-01-14,145.0500030517578,146.61000061035156,144.72999572753906,138.2482452392578,7037500,JNJ,1,0.1022340172068823,138.48135544096002,135.55772740409205,58.73249915719215,95.37954224156766,30.516867160387783,137.01954142252603,137.01954142252603
2020-01-14,20.450000762939453,20.49799919128418,19.549999237060547,20.0,1782800,MRNA,1,0.1287838239558745,20.62284964405685,17.112705368963987,61.724322353438986,102.90514802105795,36.74684069003971,18.867777506510418,18.867777506510418
2020-01-14,37.40986633300781,38.02656555175781,37.286529541015625,34.884490966796875,20919160,PFE,1,0.0661460836368093,34.832465048144236,33.38686902439266,73.16231017334461,168.3289662082484,75.85603522081979,34.10966703626845,34.10966703626845
2020-01-15,146.39999389648438,147.39999389648438,146.24000549316406,138.7105712890625,4960300,JNJ,2,0.16597589008480895,138.93314997524152,135.44413884311786,63.016845575738714,149.10135169075372,7.879127839367631,137.1886444091797,137.1886444091797
2020-01-15,19.940000534057617,20.579999923706055,19.940000534057617,20.239999771118164,2055000,MRNA,2,0.17021931077032093,20.87348110862485,17.136518357317534,64.08813161742216,105.56093447892263,38.137118351646855,19.004999732971193,19.004999732971193
2020-01-15,38.13093185424805,38.776092529296875,38.11195373535156,35.40684127807617,23925800,PFE,2,0.11776174639371106,35.30589879211136,33.172870128787075,79.42671261390542,210.59069168064434,86.39220942461282,34.239384460449216,34.239384460449216
2020-01-16,147.4199981689453,148.83999633789062,146.1999969482422,139.8333740234375,6476000,JNJ,3,0.2695270607607938,139.72743437564958,135.13071437257486,70.66757346690324,179.2732779363977,19.370656125087844,137.42907437411222,137.42907437411222
2020-01-16,21.68000030517578,21.8700008392334,20.770000457763672,21.010000228881836,4918400,MRNA,3,0.23879627949604654,21.332949177591978,17.04159583306143,70.1969085885399,150.85413811493484,54.83207919954809,19.187272505326703,19.187272505326703
2020-01-16,38.700191497802734,38.709678649902344,38.254268646240234,35.354610443115234,16216422,PFE,3,0.15062590403664444,35.55566477856799,33.125872502815184,77.55418543912118,154.29245793373386,86.3922094246128,34.340768640691586,34.340768640691586
2020-01-17,148.41000366210938,149.41000366210938,147.92999267578125,140.74864196777344,9083600,JNJ,4,0.3920552757192013,140.616961009931,134.79444900390365,75.02450689325049,188.01362844010532,27.15636483188944,137.70570500691733,137.70570500691733
2020-01-17,21.5,21.5,20.549999237060547,20.6200008392334,3348400,MRNA,4,0.26440165952363515,21.513389502705458,17.09994356359907,64.45241602791654,108.61395802551259,47.571735003229364,19.306666533152264,19.306666533152264
2020-01-17,38.49146270751953,38.71916580200195,38.34914779663086,35.267555236816406,23083970,PFE,4,0.16788899596108564,35.69397281119101,33.14202890287962,74.52480761441689,122.75027439291827,86.47755979491171,34.41800085703532,34.41800085703532
2020-01-21,148.5800018310547,150.1699981689453,148.5,140.84298706054688,9543900,JNJ,1,0.48305412615940213,141.23300467297318,134.66106411834292,75.41392527712988,162.67052746315048,35.968700907845566,137.94703439565805,137.94703439565805
2020-01-21,20.790000915527344,21.489999771118164,20.645000457763672,20.940000534057617,2089600,MRNA,1,0.2979601034945638,21.731150677322,17.133464542967964,66.76122294506118,104.12127362465681,47.57173500322936,19.43230761014498,19.43230761014498
2020-01-21,38.311195373535156,38.57685089111328,38.13093185424805,35.11955261230469,23115696,PFE,1,0.1701042586962629,35.75410033180567,33.18983242153718,69.73418608267079,87.92752982092655,61.56196654899014,34.471966376671425,34.471966376671425
2020-01-22,146.6999969482422,149.17999267578125,146.0,139.8805694580078,10305300,JNJ,2,0.48911607403252333,141.4070674886669,134.7632205972706,64.75858701457435,79.01262126987052,4.609829678955036,138.08514404296875,138.08514404296875
2020-01-22,22.079999923706055,23.200000762939453,21.700000762939453,21.969999313354492,10920700,MRNA,2,0.3789039514700612,22.205507090246016,17.021635516216733,72.67145394552813,160.63629062287177,62.9869554001563,19.613571303231375,19.613571303231375
2020-01-22,38.254268646240234,38.339656829833984,37.92219924926758,34.98896789550781,18097812,PFE,2,0.16198492291445632,35.77134698391045,33.24644312926617,65.86943835485638,60.337429344952795,42.14254635490515,34.50889505658831,34.50889505658831
2020-01-23,148.0399932861328,148.77000427246094,146.75999450683594,140.14476013183594,8671900,JNJ,3,0.5031245360185039,141.59560364389736,134.84929992055575,66.1180316016789,79.54579014069728,4.609829678955028,138.22245178222656,138.22245178222656
