,date,weighted_sent_score,tic
606,2021-11-22,0.175,JNJ
607,2021-11-23,0.0,JNJ
608,2021-11-24,0.9166666666666669,JNJ
609,2021-11-25,0.0,JNJ
610,2021-11-27,1.3333333333333333,JNJ
611,2021-11-28,-2.0,JNJ
612,2021-11-29,0.0435816164817749,JNJ
613,2021-11-30,0.1752747252747253,JNJ
614,2021-12-01,1.9655172413793105,JNJ
615,2021-12-02,3.95,JNJ
616,2021-12-03,0.4814814814814814,JNJ
617,2021-12-04,0.0,JNJ
618,2021-12-05,0.0,JNJ
619,2021-12-06,0.0,JNJ
620,2021-12-07,9.0,JNJ
621,2021-12-08,0.3764687075373671,JNJ
622,2021-12-09,1.0,JNJ
623,2021-12-10,0.0,JNJ
624,2021-12-13,0.0,JNJ
625,2021-12-14,3.990068280571074,JNJ
626,2021-12-15,2.0,JNJ
627,2021-12-16,-0.2580587982071865,JNJ
628,2021-12-17,0.0499310270211787,JNJ
629,2021-12-18,0.0,JNJ
630,2021-12-19,1.0,JNJ
631,2021-12-20,-0.6515798462852262,JNJ
632,2021-12-21,-0.9367469879518072,JNJ
633,2021-12-22,5.0,JNJ
634,2021-12-23,0.0,JNJ
635,2021-12-24,0.0,JNJ
636,2021-12-25,4.0,JNJ
637,2021-12-26,3.0,JNJ
638,2021-12-27,0.0016486104569006,JNJ
639,2021-12-28,0.651690492398457,JNJ
640,2021-12-29,0.367757193535672,JNJ
641,2021-12-30,0.0313207547169811,JNJ
642,2021-12-31,-0.9992056286881524,JNJ
643,2022-01-02,0.0,JNJ
644,2022-01-03,4.458333333333334,JNJ
645,2022-01-04,0.0,JNJ
646,2022-01-05,0.0,JNJ
647,2022-01-06,0.0,JNJ
648,2022-01-07,0.0,JNJ
649,2022-01-08,0.0,JNJ
650,2022-01-10,-0.9984901862103672,JNJ
651,2022-01-11,0.0,JNJ
652,2022-01-12,0.0,JNJ
653,2022-01-13,9.0,JNJ
654,2022-01-17,-1.8947368421052635,JNJ
655,2022-01-18,4.8125,JNJ
656,2022-01-19,0.0,JNJ
657,2022-01-20,-2.0,JNJ
658,2022-01-21,8.0,JNJ
659,2022-01-24,2.111111111111111,JNJ
660,2022-01-25,0.0697674418604651,JNJ
661,2022-01-26,-1.973415877640204,JNJ
662,2022-01-27,-2.966343564889607,JNJ
663,2022-01-28,0.0,JNJ
664,2022-01-31,0.0,JNJ
665,2022-02-01,5.0,JNJ
666,2022-02-02,0.0336370007007708,JNJ
667,2022-02-03,0.0066334991708126,JNJ
668,2022-02-04,6.0,JNJ
669,2022-02-05,0.0,JNJ
670,2022-02-06,0.0,JNJ
671,2022-02-07,0.0,JNJ
672,2022-02-08,0.0,JNJ
673,2022-02-09,-2.0,JNJ
